mp_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,ag_debates,ag_private_member_bills,ag_questions,avg_attendance,mp_note,ag_national_average_debate,ag_national_average_pmb,ag_national_average_questions,avg_attendance_national_average,ag_state_average_debate,ag_state_average_pmb,ag_state_average_questions,avg_attendance_state_average,mp_house
900494,Satyavrat Chaturvedi,Elected,2006-03-04,2018-04-02,3,,29,14,1,Inter/ Higher Secondary,"Senior Cambridge Educated at Sainik School, Rewa (Madhya Pradesh)",74,64.0,0.0,447.0,0.903276131, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4267559912225603,0.5631966816622427,0.6538298112456108,2.220446049250313e-16,0.22251197563582795,0.07696447795396164,0.6157430353224228,0.9151788544773396,0
900094,Bhupinder Singh,Elected,,2016-07-01,1,,20,8,1,Post Graduate,"B.A., M.A., LL.B. Educated at Government College, Bhawanipatna, Sambalpur University, Jyoti Vihar, Burla and Lala Lajpat Rai Law College, Sambalpur",73,139.0,0.0,237.0,0.953020134, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.14430031981452113,0.15217110802230022,0.14689070050940348,2.220446049250313e-16,0.08141200697804486,0.005382131334710634,0.14061281378981882,0.5489634580367144,0
900006,A. W. Rabi Bernard,Elected,,2016-06-29,1,,25,1,1,Graduate,"B.A. (Journalism and Mass Communication), Certificate in Radio Management and Sales, Investigative Journalism, M.A. (Communications)Educated at University of Santo Thomas, Manila, Phillippines",74,21.0,0.0,227.0,0.767164179, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.23926065796708348,0.29010669112263643,0.3457671776440418,2.220446049250313e-16,0.15090416454980957,0.02678401824513688,0.3205147323668816,0.3322107085408126,0
900305,Mukhtar Abbas Naqvi,Elected,2016-08-07,2022-07-07,6,,11,7,1,Professional Graduate,"B.A., LL.B.; Educated at Allahabad University, Allahabad",66,33.0,0.0,8.0,0.893687708,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. Data corresponds to the period from 01-06-2009 to 09-08-2024.",0.1491543352645254,0.20607159207884457,0.287905052991642,2.220446049250313e-16,0.06529915920825094,0.040695857502253005,0.14088128339923162,0.694457961092835,0
900271,Mahendra Singh Mahra,Elected,2012-03-04,2018-04-02,1,,29,14,1,Graduate,B.A. Educated at Agra University,84,61.0,0.0,825.0,0.923809524, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.32581978253979543,0.38223232585392547,0.4244695666256741,2.220446049250313e-16,0.1711398128588826,0.039289558675572774,0.3056220499093526,0.9151788544773396,0
900559,Tarini Kanta Roy,Elected,2008-03-04,2014-04-02,3,,30,11,1,Under Graduate,"Undergraduate, Educated at A.B.N. Seal College (formerly Victoria College), Cooch Behar (West Bengal)",74,14.0,0.0,100.0,0.693820225, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.16549539764768584,0.27589810041800295,0.36206158717115033,2.220446049250313e-16,0.11608375680189446,0.018203137039631834,0.14362053137777295,0.3087753329072407,0
900578,Vayalar Ravi,Elected,,2021-04-21,2,,13,14,1,Post Graduate,"B.A., M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",87,6.0,0.0,33.0,0.857142857,"This MP was a minister till 16th May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are available from 9th June 2014. Data corresponds to the period from 01-06-2009 to 09-08-2024.",0.4803368201889811,0.43200559273247013,0.44853931483470527,2.220446049250313e-16,0.32106482507404466,0.033907427340862134,0.34856972579956047,0.5556935870655604,0
900596,Viplove Thakur,Elected,2006-03-04,2020-04-09,3,,9,14,0,Post Graduate,"B.A., M.A. (Political Science) Educated at Panjab University, Chandigarh",81,255.0,0.0,834.0,0.926868045, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.5843691174435962,0.715578766917199,0.7782286353318967,2.220446049250313e-16,0.42162107705056096,0.04196167317125347,0.5216720315349505,0.8553653667798482,0
900122,Darshan Singh Yadav,Elected,2012-03-04,2018-04-02,1,,28,37,1,Graduate,"B.Com. Educated at Azad Hind Inter College, Karhal, Mainpuri, A.K. College, Shikohabad and Agra University, Agra",80,20.0,0.0,680.0,0.85952381, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.32581978253979543,0.38223232585392547,0.4244695666256741,2.220446049250313e-16,0.18621441539883538,0.024410569827509037,0.25332610766896596,0.7698466304986602,0
900017,Abir Ranjan Biswas,Elected,2018-03-04,2024-04-02,1,,30,3,1,Professional Post Graduate,"B.Sc. (Hons.), M.C.A., M.B.A. (IT) and LL.B. Educated at Presidency College, Kolkata, IGNOU, Sikkim Manipal University, Kolkata and T.N.B. Law College, Bhagalpur University, Bhagalpur, Bihar",49,827.0,0.0,179.0,0.826366559, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4840999983147432,0.40324123155547126,0.32707596182077514,2.220446049250313e-16,0.3403010059166271,0.05745425189389178,0.21542807885476442,0.3087753329072407,0
900294,Misha Bharti,Elected,2022-08-07,2024-06-04,3,,3,33,0,Professional Graduate,"MBBS from Patna Medical College, Patna University",48,7.0,0.0,54.0,0.503512881, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.5984875410159662,0.5306936313036169,0.4697373659489008,2.220446049250313e-16,0.25578710143458,0.029932930365662726,0.17642541803567485,0.7177851863008557,0
900124,Debabrata Bandyopadhyay,Elected,,2017-08-18,1,,30,3,1,Post Graduate,"B.A. (Hons.) Economics, M.A. (Economics) ; Educated at Presidency College, Kolkata and University of Calcutta, Kolkata",93,146.0,0.0,86.0,0.869463869, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.3307211112709023,0.3562997056715778,0.43186495691358234,2.220446049250313e-16,0.2229520056084993,0.06243272337930643,0.19870156593089922,0.3087753329072407,0
900154,Gopal Narayan Singh,Elected,2016-08-07,2022-07-07,1,,3,7,1,Post Graduate,M.A. (Economics) from Allahabad University,81,19.0,0.0,16.0,0.849002849, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.432711612233087,0.34275883673224755,0.3687128369959356,2.220446049250313e-16,0.22462803793147568,0.004098700010720144,0.1275172400054878,0.7177851863008557,0
900594,Vinay Katiyar,Elected,2006-03-04,2018-04-02,3,,28,7,1,Graduate,"B.Com. Educated at Kanpur University, Kanpur (Uttar Pradesh)",69,20.0,0.0,2.0,0.848673947, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4267559912225603,0.5631966816622427,0.6538298112456108,2.220446049250313e-16,0.22531691163874665,0.06373485190458843,0.3550385442447147,0.7698466304986602,0
900593,Vinay Dinu Tendulkar,Elected,,2023-07-31,1,,6,7,1,Inter/ Higher Secondary,Information not available,62,38.0,0.0,123.0,0.86746988, Data corresponds to the period from 01-06-2009 to 09-08-2024.,0.4343188450949411,0.3322623900055881,0.3472646740237124,2.220446049250313e-16,0.07595021712513095,0.04196167317125347,0.10698722694906468,1.0,0
